candidate,families,mean_family_score,worst_family_score,lower40_cvar,robust_score,mean_margin,invalid_games,mean_ms,max_ms,passive_cash,passive_std
pure_soil,6,0.8055555555555555,0.375,0.611111111111111,0.6590277777777778,3109.375,0,0.2583999737332374,142.32621600012862,171985.0,14646.659164009609
pure_score3094,6,0.6944444444444443,0.4166666666666667,0.47222222222222227,0.5805555555555556,3832.25,0,0.44194076938417765,46.09426599995459,178791.25,11137.238029092614
pure_adaptive,6,0.5659722222222222,0.4166666666666667,0.48611111111111116,0.5126736111111112,2927.375,0,0.7174036739827084,140.42487799997616,175361.0,9148.739694624606
v16_micro__soil_market,6,0.7083333333333334,0.08333333333333333,0.4305555555555556,0.49652777777777785,1404.0104166666667,0,0.584870386647841,82.18428700001823,171985.0,14646.659164009609
phase_soil_to_v16_d11,6,0.6527777777777778,0.0,0.36111111111111116,0.4312500000000001,2041.28125,0,0.5392142648062482,79.19463500002166,172781.0,14939.04298585868
soil_micro__melon_market,6,0.6527777777777778,0.0,0.34722222222222227,0.4284722222222223,1343.4895833333333,0,0.4404908438222835,106.9990799999232,172604.25,14956.38885504564
soil_micro__ranker_market,6,0.611111111111111,0.0,0.2916666666666667,0.39444444444444443,915.0104166666666,0,0.40505473512149326,94.55902900003821,172604.25,14956.38885504564
